,Unnamed: 0,RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
320,12102,JB348371,nan,2018-07-13 15:35:00,30,LANE USE MARKING,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,PARKING LOT,1.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,$500 OR LESS,07/13/2018 04:30:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,40,S,HALSTED ST,1232,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,6,7,41.880554245,-87.64747040600002,POINT (-87.647470405718 41.880554245414)
321,12106,JB348434,nan,2018-07-13 15:30:00,30,LANE USE MARKING,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,,Y,"OVER $1,500",07/13/2018 04:50:00 PM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,730,W,COUCH PL,1224,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,6,7,41.885213004,-87.64699629799999,POINT (-87.646996297653 41.885213004275)
322,12107,JB348278,nan,2018-07-13 15:30:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,N,,Y,"$501 - $1,500",07/13/2018 03:39:00 PM,IMPROPER OVERTAKING/PASSING,FAILING TO REDUCE SPEED TO AVOID CRASH,148,N,HALSTED ST,1224,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,6,7,41.884460975,-87.647584973,POINT (-87.647584972725 41.884460975194)
323,12127,JB348233,nan,2018-07-13 15:00:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",07/13/2018 03:50:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,401,N,ORLEANS ST,1831,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15,6,7,41.889178437,-87.636590293,POINT (-87.636590293353 41.889178436896)
324,12146,JB348255,nan,2018-07-13 14:30:00,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/13/2018 04:20:00 PM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,124,W,LAKE ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,6,7,41.885850726,-87.631712169,POINT (-87.631712168656 41.885850726066)
325,12156,JB348132,nan,2018-07-13 14:12:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,ONE-WAY,3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,07/13/2018 03:22:00 PM,IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,48,S,CLARK ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,6,7,41.88080675,-87.631002349,POINT (-87.631002349029 41.880806750005)
326,12180,JB348279,nan,2018-07-13 13:30:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/13/2018 04:44:00 PM,IMPROPER LANE USAGE,FAILING TO YIELD RIGHT-OF-WAY,150,N,DEARBORN ST,111,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,6,7,41.884508978,-87.629605631,POINT (-87.629605630755 41.884508977776)
327,12269,JB347863,nan,2018-07-13 08:47:00,25,TRAFFIC SIGNAL,OTHER,CLEAR,DAYLIGHT,PEDESTRIAN,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,Y,$500 OR LESS,07/13/2018 12:00:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,100,S,MICHIGAN AVE,112,,,,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,8,6,7,41.880770665,-87.624483017,POINT (-87.624483017136 41.880770664748)
328,12276,JB348010,nan,2018-07-13 08:30:00,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/13/2018 01:53:00 PM,IMPROPER BACKING,NOT APPLICABLE,333,S,WABASH AVE,113,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,6,7,41.877450405,-87.625921976,POINT (-87.625921976426 41.8774504046)
329,12298,JB347916,nan,2018-07-13 07:30:00,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,1.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/13/2018 12:00:00 PM,NOT APPLICABLE,NOT APPLICABLE,130,W,MARBLE PL,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7,6,7,41.880161152,-87.63174144700001,POINT (-87.631741446521 41.88016115224)
330,12319,JB362610,nan,2018-07-13 01:45:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,07/24/2018 12:16:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,40,W,HUBBARD ST,1831,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,6,7,41.890149965,-87.629528263,POINT (-87.629528263269 41.89014996476)
332,12350,JB347225,nan,2018-07-12 21:15:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN BARRIER,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",07/12/2018 10:00:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,200,S,MICHIGAN AVE,113,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,5,7,41.879489329,-87.624498125,POINT (-87.624498124934 41.879489328698)
334,12374,JB347077,nan,2018-07-12 19:40:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/12/2018 08:00:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,591,S,DEARBORN ST,123,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,5,7,41.874595413,-87.62906393700001,POINT (-87.629063936792 41.874595412566)
335,12390,JB347043,nan,2018-07-12 19:00:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/12/2018 07:24:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,299,S,FRANKLIN ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,5,7,41.878135241,-87.635057584,POINT (-87.635057583993 41.878135241118)
336,12406,JB346945,nan,2018-07-12 18:07:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,07/12/2018 06:10:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,335,S,STATE ST,113,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,5,7,41.877352063000004,-87.62751423700001,POINT (-87.627514237287 41.877352063499)
337,12471,JB346777,nan,2018-07-12 15:30:00,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",07/12/2018 04:20:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,70,W,LOWER WACKER DR,111,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,5,7,41.887069837,-87.630591328,POINT (-87.630591328032 41.887069836764)
338,12474,JB346813,nan,2018-07-12 15:26:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",07/12/2018 04:44:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,408,S,WELLS ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,5,7,41.876603277,-87.63383461299999,POINT (-87.633834612566 41.876603276863)
339,12478,JB346741,nan,2018-07-12 15:05:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",07/12/2018 04:08:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,299,E,LOWER WACKER DR,114,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15,5,7,41.887699473000005,-87.6208488,POINT (-87.620848799935 41.887699473201)
340,12507,JB346570,nan,2018-07-12 13:38:00,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/12/2018 01:45:00 PM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER TURNING/NO SIGNAL,316,N,HALSTED ST,1214,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,5,7,41.887359087,-87.64767071200001,POINT (-87.647670711624 41.887359087395)
341,12512,JB346699,nan,2018-07-12 13:15:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/12/2018 03:32:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,75,W,KINZIE ST,1831,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13,5,7,41.889102139,-87.630986065,POINT (-87.63098606465 41.889102138722)
342,12517,JB347622,nan,2018-07-12 13:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,PARKING LOT,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/13/2018 08:49:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,111,S,HALSTED ST,1232,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,5,7,41.880128783,-87.647164601,POINT (-87.647164600769 41.880128783026)
343,12536,JB346470,nan,2018-07-12 12:15:00,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ALLEY,1.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/12/2018 12:30:00 PM,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",NOT APPLICABLE,31,S,FRANKLIN ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,5,7,41.881018933,-87.635144487,POINT (-87.635144486725 41.881018933083)
344,12559,JB347051,nan,2018-07-12 11:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/12/2018 07:46:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,740,W,GRAND AVE,1214,Y,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,5,7,41.891295421,-87.647527875,POINT (-87.647527874697 41.891295420894)
345,12584,JB346246,nan,2018-07-12 09:41:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,ONE-WAY,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",07/12/2018 09:44:00 AM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,800,W,JACKSON BLVD,1232,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9,5,7,41.878056222,-87.647303292,POINT (-87.647303291866 41.878056222473)
346,12585,JB346304,nan,2018-07-12 09:30:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",07/12/2018 10:30:00 AM,ROAD CONSTRUCTION/MAINTENANCE,FAILING TO YIELD RIGHT-OF-WAY,600,W,GRAND AVE,1214,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,5,7,41.891363748,-87.643079468,POINT (-87.643079468267 41.89136374776)
347,12591,JB346233,nan,2018-07-12 09:05:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/12/2018 10:00:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,69,W,LOWER WACKER DR,111,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,5,7,41.886679959,-87.630514865,POINT (-87.630514865271 41.88667995923)
348,12598,JB346171,nan,2018-07-12 08:35:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,OTHER,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/12/2018 08:45:00 AM,NOT APPLICABLE,NOT APPLICABLE,149,W,ADAMS ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8,5,7,41.879291525999996,-87.632216269,POINT (-87.632216269286 41.87929152614)
349,12603,JB346174,nan,2018-07-12 08:20:00,20,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/12/2018 09:26:00 AM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,150,N,FRANKLIN ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,5,7,41.88449312,-87.63552723,POINT (-87.63552722968 41.88449312035)
350,12626,JB347926,Y,2018-07-12 07:00:00,10,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,1.0,CURVE ON GRADE,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,,"$501 - $1,500",07/13/2018 12:16:00 PM,IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,240,E,ILLINOIS ST,1834,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,5,7,41.891099616999995,-87.620967638,POINT (-87.620967638105 41.891099616664)
351,12686,JB345741,nan,2018-07-11 20:13:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/11/2018 08:14:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,66,E,BALBO AVE,123,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20,4,7,41.873249344,-87.625414575,POINT (-87.625414575489 41.873249344079)
352,12689,JB345774,nan,2018-07-11 20:00:00,25,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/11/2018 09:00:00 PM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,510,W,LAKE ST,1214,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20,4,7,41.885824058000004,-87.640252755,POINT (-87.640252754686 41.885824057601)
354,12811,JB345299,nan,2018-07-11 14:05:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,ONE-WAY,3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/11/2018 03:00:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,65,E,MONROE ST,112,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,4,7,41.880696326,-87.625284401,POINT (-87.625284400857 41.880696326429)
356,12837,JB347608,nan,2018-07-11 13:00:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/13/2018 08:50:00 AM,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,445,S,STATE ST,113,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,4,7,41.875844424,-87.627477184,POINT (-87.627477184273 41.875844423592)
357,12863,JB344994,Y,2018-07-11 11:25:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),3.0,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/11/2018 11:26:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,200,S,MICHIGAN AVE,113,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,4,7,41.879489329,-87.624498125,POINT (-87.624498124934 41.879489328698)
358,12875,JB356081,nan,2018-07-11 10:44:00,0,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,FIXED OBJECT,OTHER,1.0,"CURVE, LEVEL",UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",07/19/2018 09:50:00 AM,EQUIPMENT - VEHICLE CONDITION,EQUIPMENT - VEHICLE CONDITION,60,E,MONROE ST,112,,,,,,,1.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,4,7,41.880910680999996,-87.62550910600002,POINT (-87.62550910573 41.880910681031)
359,12887,JB345781,nan,2018-07-11 10:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",07/11/2018 09:15:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,170,W,JACKSON BLVD,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,4,7,41.878235155,-87.633084585,POINT (-87.63308458508 41.878235155083)
360,12893,JB351169,nan,2018-07-11 09:50:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",07/15/2018 08:27:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,798,W,LAKE ST,1214,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9,4,7,41.885775202,-87.647423733,POINT (-87.647423733177 41.885775202227)
361,12897,JB344917,nan,2018-07-11 09:40:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,CENTER TURN LANE,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/11/2018 10:00:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,106,N,HALSTED ST,1224,,,,Y,CONSTRUCTION,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9,4,7,41.883383975,-87.647555204,POINT (-87.647555204452 41.883383975182)
362,12903,JB344853,nan,2018-07-11 09:20:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),8.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/11/2018 09:25:00 AM,IMPROPER BACKING,IMPROPER BACKING,2,W,CONGRESS PKWY,113,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,4,7,41.87574748,-87.62767400700001,POINT (-87.627674006991 41.875747479612)
363,12905,JB344813,nan,2018-07-11 09:11:00,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,07/11/2018 10:05:00 AM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,45,E,MONROE ST,112,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9,4,7,41.880681803,-87.626004548,POINT (-87.626004547722 41.880681803244)
364,12911,JB344889,nan,2018-07-11 09:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/11/2018 09:40:00 AM,IMPROPER BACKING,IMPROPER BACKING,232,S,FRANKLIN ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,4,7,41.878454082,-87.63535775,POINT (-87.635357749837 41.878454082477)
